municipality,score,strong,hasAmount,hasTarget,hasDeadline,title,url,snippet
"湖西市","8","0","true","false","false","豊田佐吉翁に関する書籍等の販売について(図書・カレンダー等)","https://www.city.kosai.shizuoka.jp/soshikiichiran/kikakuseisakuka/gyomuannai/6/1/1/12677.html","豊田佐吉翁に関する書籍等の販売について(図書・カレンダー等)／湖西市 スマートフォン版を表示 本文へ 文字サイズ 背景色 Select Language くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・ スポーツ 市政情報 Select Language ホーム くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・スポーツ 市政情報 PC版を表示 メニューを閉じる 現在のページ ホーム 組織一覧 企画政策課 業務案内 市の紹介 郷土の偉人 豊田佐吉翁 豊田佐吉翁に関する書籍等の販"
"下田市","6","0","false","false","true","下田市はワーケーションの推進に取り組みます","https://www.city.shimoda.shizuoka.jp/category/090100workation/146648.html","下田市はワーケーションの推進に取り組みます | 下田市 本文へのスキップリンク 設定 探す メニュー 閉じる 文字サイズ 標準 拡大 言語選択 くらし・手続き 子育て・教育 健康・福祉・医療 産業・観光 市政情報 くらし・手続き くらし・手続き 子育て・教育 子育て・教育 健康・福祉・医療 健康・福祉・医療 産業・観光 産業・観光 市政情報 市政情報 ホーム 市政 まちづくり ワーケーション 下田市はワーケーションの推進に取り組みます 下田市はワーケーションの推進に取り組みます ワーケーションとは、「ワーク（仕事）"
"湖西市","6","0","false","true","false","健康・福祉","https://www.city.kosai.shizuoka.jp/kenko_fukushi/index.html","健康・福祉／湖西市 スマートフォン版を表示 本文へ 文字サイズ 背景色 Select Language くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・ スポーツ 市政情報 Select Language ホーム くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・スポーツ 市政情報 PC版を表示 メニューを閉じる 現在のページ ホーム 健康・福祉 健康・福祉 新着情報 NEW! 現在、新着情報はございません。 健康 医療 高齢者福祉 障害者福祉 介護保険 地域福祉 がん患者等支"
"湖西市","6","0","false","true","false","組織一覧","https://www.city.kosai.shizuoka.jp/soshikiichiran/index.html","組織一覧／湖西市 スマートフォン版を表示 本文へ 文字サイズ 背景色 Select Language くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・ スポーツ 市政情報 Select Language ホーム くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・スポーツ 市政情報 PC版を表示 メニューを閉じる 現在のページ ホーム 組織一覧 組織一覧 【各課連絡先一覧】 総務課 財政課 契約検査室 税務課 企画政策課 DX推進課 資産経営課 秘書広報課 環境課 廃棄物対策課 "
"湖西市","6","0","false","false","true","災害対策・危機管理","https://www.city.kosai.shizuoka.jp/bousai/index.html","災害対策・危機管理／湖西市 スマートフォン版を表示 本文へ 文字サイズ 背景色 Select Language くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・ スポーツ 市政情報 Select Language ホーム くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・スポーツ 市政情報 PC版を表示 メニューを閉じる 現在のページ ホーム 災害対策・危機管理 災害対策・危機管理 災害対策 同報無線について 災害情報をメール・LINEで受信できます(防災ほっとメール) 指定避"
"湖西市","6","0","false","false","true","引越し・住まい","https://www.city.kosai.shizuoka.jp/event/hikkoshi_sumai/index.html","引越し・住まい／湖西市 スマートフォン版を表示 本文へ 文字サイズ 背景色 Select Language くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・ スポーツ 市政情報 Select Language ホーム くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・スポーツ 市政情報 PC版を表示 メニューを閉じる 現在のページ ホーム ライフイベントから探す 引越し・住まい 引越し・住まい 転入・転出・転居など 自治会 手続きナビ検索 国民年金への加入 「湖西市空き家バンク"
"湖西市","6","0","false","true","false","湖西市の概要","https://www.city.kosai.shizuoka.jp/shiseijoho/shinoshokai/3183.html","湖西市の概要／湖西市 スマートフォン版を表示 本文へ 文字サイズ 背景色 Select Language くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・ スポーツ 市政情報 Select Language ホーム くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・スポーツ 市政情報 PC版を表示 メニューを閉じる 現在のページ ホーム 市政情報 市の紹介 湖西市の概要 湖西市の概要 更新日：2025年08月01日 市の概要 &nbsp;静岡県の最西端、愛知県との境に位置する湖"
"湖西市","6","0","false","true","false","庁舎・施設案内","https://www.city.kosai.shizuoka.jp/shiseijoho/chosha_shisetsuannai/index.html","庁舎・施設案内／湖西市 スマートフォン版を表示 本文へ 文字サイズ 背景色 Select Language くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・ スポーツ 市政情報 Select Language ホーム くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・スポーツ 市政情報 PC版を表示 メニューを閉じる 現在のページ ホーム 市政情報 庁舎・施設案内 庁舎・施設案内 市役所について 西部市民サービスセンター はつらつセンター 北部地区多目的研修集会施設(多目的セン"
"御殿場市","6","0","false","false","true","","https://www.city.gotemba.lg.jp/","御殿場市公式ホームページ Skip to content 文字サイズ・色合い変更 お知らせ 市内のクマ情報 更新日時：5月13日18時05分 メニューから探す 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 キーワードを入力して探す 注目ワード 無線放送 ／ ごみの出し方 ／ 公共交通 ／ 各種申請 ／ SNS 情報が見つからないときは サイトマップ 御殿場市からのお知らせ 2026.07.15 令和8年度富士山火山防災情報伝達訓練実施のお知らせ "
"御殿場市","6","0","false","true","false","","https://www.city.gotemba.lg.jp/kurashi/category/b-4","ごみ・リサイクル &#8211; くらし Skip to content メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &nbsp;&gt; くらし &gt; ごみ・リサイクル くらし ごみ・リサイクルのカテゴリー ごみ集積所設置基準 収集日 ごみの出し方 リサイクル ごみの総合案内 事業者ごみ ごみ回収・処理業者 不法投棄 一般廃棄物処理計画 バナー広"
"御殿場市","6","0","false","true","false","","https://www.city.gotemba.lg.jp/sangyou/business_person","事業者向け情報 &#8211; 産業・ビジネス Skip to content メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &nbsp;&gt; 産業・ビジネス &gt; 事業者向け情報 事業者向け情報 入札・契約 御殿場市入札情報 企業支援 企業支援 農林業 地産地消 農林業施策 農林業者の方 建築・開発 都市計画 建築・開発 御殿場市景観計画 企業"
"裾野市","6","0","false","false","true","まちづくり・建築","https://www.city.susono.shizuoka.jp/machizukuri/index.html","まちづくり・建築／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト まちづくり・建築 まちづくり・建築 新着情報 NEW! 現在、新着情報はございません。"
"裾野市","6","0","false","false","true","歯から始まる健康ライフ講座（8020推進員養成講座）","https://www.city.susono.shizuoka.jp/event/22059.html","歯から始まる健康ライフ講座（8020推進員養成講座）／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト イベント・募集 歯から始まる健康ライフ講座（802"
"裾野市","6","0","false","false","true","市営住宅新稲荷団地入居者募集","https://www.city.susono.shizuoka.jp/event/20614.html","市営住宅新稲荷団地入居者募集／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト イベント・募集 市営住宅新稲荷団地入居者募集 市営住宅新稲荷団地入居者募集"
"裾野市","6","0","false","false","true","都市計画・建築","https://www.city.susono.shizuoka.jp/sangyo/6/index.html","都市計画・建築／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト 産業・ビジネス 都市計画・建築 都市計画・建築 都市計画 盛土関係法令が改正されました "
"裾野市","6","0","false","false","true","裾野市公式SNS","https://www.city.susono.shizuoka.jp/website/sns.html","裾野市公式SNS／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト 市公式ウェブサイト関連 裾野市公式SNS 裾野市公式SNS SNSを利用した情報発信を"
"裾野市","6","0","false","false","true","リンク集","https://www.city.susono.shizuoka.jp/website/6258.html","リンク集／裾野市 本文へ Select Language 文字サイズ変更 背景色変更 市の組織 よくある質問 お問い合わせ くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 Select Language メニュー くらし・手続き 子育て・教育 健康・福祉 観光・文化・スポーツ まちづくり・建築 産業・ビジネス 市政情報 閉じる 現在の位置 裾野市公式ウェブサイト 市公式ウェブサイト関連 リンク集 リンク集 このリンク集は全て外部サイトへのリンクです。 指定"
"袋井市","6","0","false","true","false","組織から探す","https://www.city.fukuroi.shizuoka.jp/soshiki/index.html","組織から探す／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 事業者向け 市政情報 キーワード検索"
"袋井市","6","0","false","true","false","よくあるご質問","https://www.city.fukuroi.shizuoka.jp/faq/index.html","よくあるご質問／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福祉 観光・文化・スポーツ 事業者向け 市政情報 キーワード検"
"袋井市","6","0","false","true","false","地図情報配信サービス「どまんなか袋井navi（ナビ）」（袋井市公式GIS）","https://www.city.fukuroi.shizuoka.jp/soshiki/ict/ict_system/1458190218348.html","地図情報配信サービス「どまんなか袋井navi（ナビ）」（袋井市公式GIS）／袋井市 スマートフォン版を表示 本文へ 音声読み上げ Select Language Português ：ポルトガル語 Việt ：ベトナム語 简体中文 ：中国語(簡体) 繁體中文 ：中国語(繁体) English ：英語 Español ：スペイン語 한국어 ：韓国語 日本語 ：日本語 Go ルビふり ルビをけす やさしい日本語 やさしい日本語をけす 組織から探す 文字 サイズ 背景色 変更 くらし・手続き 子育て・教育 健康・医療・福"
"下田市","0","0","false","false","false","サーフシティ下田 サーファーインタビュー「I love SHIMODA！I love SURF！」","https://www.city.shimoda.shizuoka.jp/category/100900sekaiichinoumi/158896.html","サーフシティ下田 サーファーインタビュー「I love SHIMODA！I love SURF！」 | 下田市 本文へのスキップリンク 設定 探す メニュー 閉じる 文字サイズ 標準 拡大 言語選択 くらし・手続き 子育て・教育 健康・福祉・医療 産業・観光 市政情報 くらし・手続き くらし・手続き 子育て・教育 子育て・教育 健康・福祉・医療 健康・福祉・医療 産業・観光 産業・観光 市政情報 市政情報 ホーム 観光・産業 世界一の海づくりプロジェクト サーフシティ下田 サーファーインタビュー「I love SH"
"湖西市","0","0","false","false","false","","https://www.city.kosai.shizuoka.jp/kosai_saiko/index.html","湖西で暮らそう。／湖西市 スマートフォン版を表示 湖西市定住支援情報サイト 本文へ 文字サイズ 背景色変更 湖西市ホームページへ ”こさい”を知る ”こさい”を楽しむ ”こさい”で暮らす ”こさい”で育てる ”こさい”に暮らして ～移住者の声～ 補助制度 Select Language ”こさい”を知る ”こさい”を楽しむ ”こさい”で暮らす ”こさい”で育てる ”こさい”に暮らして ～移住者の声～ 補助制度 湖西市ホームページへ PC版を表示 メニューを閉じる ”こさい”を知る 湖西市ってどんなまちなの？ 人口や"
"湖西市","0","0","false","false","false","防災マップ","https://www.city.kosai.shizuoka.jp/bousai/map/index.html","防災マップ／湖西市 スマートフォン版を表示 本文へ 文字サイズ 背景色 Select Language くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・ スポーツ 市政情報 Select Language ホーム くらし・手続き 子育て・教育 健康・福祉 産業・しごと 観光・文化・スポーツ 市政情報 PC版を表示 メニューを閉じる 現在のページ ホーム 災害対策・危機管理 防災マップ 防災マップ 土砂災害ハザードマップ ため池ハザードマップ 湖西市の標高マップ 土砂災害(特別)警戒区域 農業用た"
"御殿場市","0","0","false","false","false","","https://www.city.gotemba.lg.jp/appeal/iju","移住・定住 &#8211; 御殿場の魅力 Skip to content メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &nbsp;&gt; 御殿場の魅力 &gt; 移住・定住 --> 移住・定住 INFORMATION 2026.06.23 移住者の声:杉山さんご紹介 2026.06.16 「御殿場市合同企業ガイダンス2026夏」を開催します 2026"
"御殿場市","0","0","false","false","false","","https://www.city.gotemba.lg.jp/gikai/","御殿場市議会 メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &nbsp;&gt; 御殿場市議会 御殿場市議会 御殿場市議会のお知らせ 一覧表示 2026年07月10日 この夏、議場が学習室になります! NEW 2026年07月02日 市議会議員の請負状況の公表 2026年06月18日 地域で紡ぐ読書の絆-福祉文教委員会が私設図書館へ 2026年06月09"
"御殿場市","0","0","false","false","false","","https://www.city.gotemba.lg.jp/gikai/","御殿場市議会 メニュー キーワードを入力して探す メニューから探す ホーム 防災･安全 くらし 健康･福祉 子育て 教育･文化 スポーツ 御殿場の魅力 産業･ビジネス 行政情報 よくある質問 文字サイズ・色合い変更 ホーム &nbsp;&gt; 御殿場市議会 御殿場市議会 御殿場市議会のお知らせ 一覧表示 2026年07月10日 この夏、議場が学習室になります! NEW 2026年07月02日 市議会議員の請負状況の公表 2026年06月18日 地域で紡ぐ読書の絆-福祉文教委員会が私設図書館へ 2026年06月09"
